Fach 1;Lfd. Nr.;Fach 1;Fach 2;Datum / Uhrzeit;Kollisionen;Abstand
;14;IM-222-622223070-Projektmanagement und -entwicklung 2;IM-222-622223030-Informations- und Kommunikationstechnik;Kein Datum gef;18;
;15;IM-222-622223070-Projektmanagement und -entwicklung 2;IM-222-622223040-Recht 1;28 14:00-15:30;17;089
;16;IM-222-622223070-Projektmanagement und -entwicklung 2;IM-222-622223050-Wasserfachliche Grundlagen;29 11:30-12:30;18;068
;17;IM-222-622223070-Projektmanagement und -entwicklung 2;IM-222-622223060-Verkehrsinfrastruktur 2;31 14:00-16:00;18;017
;18;IM-222-622223070-Projektmanagement und -entwicklung 2;IM-222-622223080-Wirtschaftslehre 2;25 14:00-15:00;20;162
;19;IM-222-622223070-Projektmanagement und -entwicklung 2;IM-222-622223092-Wirtschaftsenglisch;Kein Datum gef;17;
;20;IM-222-622223070-Projektmanagement und -entwicklung 2;IM-222-622224010-Arbeitsschutz;06 8:30-9:30;18;117
;21;IM-222-622223070-Projektmanagement und -entwicklung 2;IM-222-622225010-Energie 3;31 11:00-12:30;9;020
;22;IM-222-622223070-Projektmanagement und -entwicklung 2;IM-222-622225020-Projektmanagement und -entwicklung 3;06 14:00-15:30;8;123
;23;IM-222-622223070-Projektmanagement und -entwicklung 2;IM-222-622225030-Siedlungswasserwirtschaft;27 14:00-17:00;9;112
;24;IM-222-622223070-Projektmanagement und -entwicklung 2;IM-222-622225040-Wirtschaftslehre 3;30 11:00-12:00;9;045
;25;IM-222-622223070-Projektmanagement und -entwicklung 2;IM-222-622226010-Wirtschaftslehre 4;03 14:00-17:00;1;051
;26;IM-222-622223070-Projektmanagement und -entwicklung 2;IM-222-622226030-Verkehrsinfrastruktur 3;04 11:00-13:00;3;072
;27;IM-222-622223070-Projektmanagement und -entwicklung 2;IM-222-622227010-Wirtschaftslehre 5;Kein Datum gef;3;
;28;IM-222-622223070-Projektmanagement und -entwicklung 2;IM-222-622227020-Recht 2;05 11:30-13:00;3;096
;29;IM-222-622223070-Projektmanagement und -entwicklung 2;IM-222-622227050-Abfallwirtschaft;29 17:00-18:00;1;063
IM-222-622223080-Wirtschaftslehre 2;;;;25 14:00-15:00;;;
;1;IM-222-622223080-Wirtschaftslehre 2;IM-222-622221040-Physik für Ingenieure;07 11:30-13:00;2;308
;2;IM-222-622223080-Wirtschaftslehre 2;IM-222-622221050-Wirtschaftslehre 1;05 14:00-16:00;3;263
;3;IM-222-622223080-Wirtschaftslehre 2;IM-222-622222010-Mathematik 2;27 8:30-10:30;10;041
;4;IM-222-622223080-Wirtschaftslehre 2;IM-222-622222020-Baustoffe u. Geotechnik 2;30 8:30-10:00;5;113
;5;IM-222-622223080-Wirtschaftslehre 2;IM-222-622222050-Projektmanagement und -entwicklung 1;28 17:00-18:30;2;074
;6;IM-222-622223080-Wirtschaftslehre 2;IM-222-622223010-Nachhaltigkeit, Umwelt, Verantwortung;05 8:30-9:30;20;257
;7;IM-222-622223080-Wirtschaftslehre 2;IM-222-622223020-Energie 2 - Netzgebundene Energien;03 11:00-13:00;20;212
;8;IM-222-622223080-Wirtschaftslehre 2;IM-222-622223030-Informations- und Kommunikationstechnik;Kein Datum gef;22;
;9;IM-222-622223080-Wirtschaftslehre 2;IM-222-622223040-Recht 1;28 14:00-15:30;20;071
;10;IM-222-622223080-Wirtschaftslehre 2;IM-222-622223050-Wasserfachliche Grundlagen;29 11:30-12:30;20;092
;11;IM-222-622223080-Wirtschaftslehre 2;IM-222-622223060-Verkehrsinfrastruktur 2;31 14:00-16:00;20;143
;12;IM-222-622223080-Wirtschaftslehre 2;IM-222-622223070-Projektmanagement und -entwicklung 2;01 9:00-11:00;20;162
;13;IM-222-622223080-Wirtschaftslehre 2;IM-222-622223092-Wirtschaftsenglisch;Kein Datum gef;20;
;14;IM-222-622223080-Wirtschaftslehre 2;IM-222-622224010-Arbeitsschutz;06 8:30-9:30;21;281
;15;IM-222-622223080-Wirtschaftslehre 2;IM-222-622225010-Energie 3;31 11:00-12:30;1;140
;16;IM-222-622223080-Wirtschaftslehre 2;IM-222-622225020-Projektmanagement und -entwicklung 3;06 14:00-15:30;2;287
;17;IM-222-622223080-Wirtschaftslehre 2;IM-222-622225030-Siedlungswasserwirtschaft;27 14:00-17:00;1;047
;18;IM-222-622223080-Wirtschaftslehre 2;IM-222-622225040-Wirtschaftslehre 3;30 11:00-12:00;3;116
IM-222-622223092-Wirtschaftsenglisch;;;;Kein Datum gef;;
;1;IM-222-622223092-Wirtschaftsenglisch;IM-222-622221040-Physik für Ingenieure;07 11:30-13:00;2;
;2;IM-222-622223092-Wirtschaftsenglisch;IM-222-622221050-Wirtschaftslehre 1;05 14:00-16:00;2;
;3;IM-222-622223092-Wirtschaftsenglisch;IM-222-622222010-Mathematik 2;27 8:30-10:30;9;
;4;IM-222-622223092-Wirtschaftsenglisch;IM-222-622222020-Baustoffe u. Geotechnik 2;30 8:30-10:00;5;
;5;IM-222-622223092-Wirtschaftsenglisch;IM-222-622222050-Projektmanagement und -entwicklung 1;28 17:00-18:30;1;
;6;IM-222-622223092-Wirtschaftsenglisch;IM-222-622223010-Nachhaltigkeit, Umwelt, Verantwortung;05 8:30-9:30;19;
;7;IM-222-622223092-Wirtschaftsenglisch;IM-222-622223020-Energie 2 - Netzgebundene Energien;03 11:00-13:00;18;
;8;IM-222-622223092-Wirtschaftsenglisch;IM-222-622223030-Informations- und Kommunikationstechnik;Kein Datum gef;20;
;9;IM-222-622223092-Wirtschaftsenglisch;IM-222-622223040-Recht 1;28 14:00-15:30;19;
;10;IM-222-622223092-Wirtschaftsenglisch;IM-222-622223050-Wasserfachliche Grundlagen;29 11:30-12:30;18;
;11;IM-222-622223092-Wirtschaftsenglisch;IM-222-622223060-Verkehrsinfrastruktur 2;31 14:00-16:00;19;
;12;IM-222-622223092-Wirtschaftsenglisch;IM-222-622223070-Projektmanagement und -entwicklung 2;01 9:00-11:00;17;
;13;IM-222-622223092-Wirtschaftsenglisch;IM-222-622223080-Wirtschaftslehre 2;25 14:00-15:00;20;
;14;IM-222-622223092-Wirtschaftsenglisch;IM-222-622224010-Arbeitsschutz;06 8:30-9:30;20;
;15;IM-222-622223092-Wirtschaftsenglisch;IM-222-622225040-Wirtschaftslehre 3;30 11:00-12:00;1;
IM-222-622224010-Arbeitsschutz;;;;06 8:30-9:30;;;
;1;IM-222-622224010-Arbeitsschutz;IM-222-19140-Innovative Verfahren im Straßenbau;25 14:00-15:00;1;281
;2;IM-222-622224010-Arbeitsschutz;IM-222-19170-Laborpraktikum im Straßenbauwesen;01 14:00-15:00;1;113
;3;IM-222-622224010-Arbeitsschutz;IM-222-622221040-Physik für Ingenieure;07 11:30-13:00;2;026
;4;IM-222-622224010-Arbeitsschutz;IM-222-622221050-Wirtschaftslehre 1;05 14:00-16:00;3;016
;5;IM-222-622224010-Arbeitsschutz;IM-222-622222010-Mathematik 2;27 8:30-10:30;10;238
;6;IM-222-622224010-Arbeitsschutz;IM-222-622222020-Baustoffe u. Geotechnik 2;30 8:30-10:00;5;166
;7;IM-222-622224010-Arbeitsschutz;IM-222-622222050-Projektmanagement und -entwicklung 1;28 17:00-18:30;2;206
;8;IM-222-622224010-Arbeitsschutz;IM-222-622223010-Nachhaltigkeit, Umwelt, Verantwortung;05 8:30-9:30;20;023
;9;IM-222-622224010-Arbeitsschutz;IM-222-622223020-Energie 2 - Netzgebundene Energien;03 11:00-13:00;19;067
;10;IM-222-622224010-Arbeitsschutz;IM-222-622223030-Informations- und Kommunikationstechnik;Kein Datum gef;21;
;11;IM-222-622224010-Arbeitsschutz;IM-222-622223040-Recht 1;28 14:00-15:30;20;209
;12;IM-222-622224010-Arbeitsschutz;IM-222-622223050-Wasserfachliche Grundlagen;29 11:30-12:30;19;188
;13;IM-222-622224010-Arbeitsschutz;IM-222-622223060-Verkehrsinfrastruktur 2;31 14:00-16:00;19;136
;14;IM-222-622224010-Arbeitsschutz;IM-222-622223070-Projektmanagement und -entwicklung 2;01 9:00-11:00;18;117
;15;IM-222-622224010-Arbeitsschutz;IM-222-622223080-Wirtschaftslehre 2;25 14:00-15:00;21;281
;16;IM-222-622224010-Arbeitsschutz;IM-222-622223092-Wirtschaftsenglisch;Kein Datum gef;20;
;17;IM-222-622224010-Arbeitsschutz;IM-222-622225020-Projektmanagement und -entwicklung 3;06 14:00-15:30;1;004
;18;IM-222-622224010-Arbeitsschutz;IM-222-622225040-Wirtschaftslehre 3;30 11:00-12:00;2;164
;19;IM-222-622224010-Arbeitsschutz;IM-222-622226030-Verkehrsinfrastruktur 3;04 11:00-13:00;1;043
;20;IM-222-622224010-Arbeitsschutz;IM-222-622227010-Wirtschaftslehre 5;Kein Datum gef;1;
;21;IM-222-622224010-Arbeitsschutz;IM-222-622227020-Recht 2;05 11:30-13:00;1;019
IM-222-622225010-Energie 3;;;;31 11:00-12:30;;;
;1;IM-222-622225010-Energie 3;IM-222-17120-Wasserversorgung 2 Schwerpunkt Energie und Wasser;01 12:00-13:00;1;023
;2;IM-222-622225010-Energie 3;IM-222-18100-Brandschutz Projektmanagement;28 11:30-12:30;6;070
;3;IM-222-622225010-Energie 3;IM-222-18130-Baustellenmanagement Projektmanagement;07 11:30-12:30;1;167
;4;IM-222-622225010-Energie 3;IM-222-19100-Bahntechnik;31 14:00-15:00;2;001
;5;IM-222-622225010-Energie 3;IM-222-19130-Internationaler ÖPNV;06 11:30-12:15;3;143
;6;IM-222-622225010-Energie 3;IM-222-19140-Innovative Verfahren im Straßenbau;25 14:00-15:00;4;140
;7;IM-222-622225010-Energie 3;IM-222-19170-Laborpraktikum im Straßenbauwesen;01 14:00-15:00;1;025
;8;IM-222-622225010-Energie 3;IM-222-622223020-Energie 2 - Netzgebundene Energien;03 11:00-13:00;3;070
;9;IM-222-622225010-Energie 3;IM-222-622223050-Wasserfachliche Grundlagen;29 11:30-12:30;2;046
;10;IM-222-622225010-Energie 3;IM-222-622223070-Projektmanagement und -entwicklung 2;01 9:00-11:00;9;020
;11;IM-222-622225010-Energie 3;IM-222-622223080-Wirtschaftslehre 2;25 14:00-15:00;1;140
;12;IM-222-622225010-Energie 3;IM-222-622225020-Projektmanagement und -entwicklung 3;06 14:00-15:30;24;145
;13;IM-222-622225010-Energie 3;IM-222-622225030-Siedlungswasserwirtschaft;27 14:00-17:00;28;090
;14;IM-222-622225010-Energie 3;IM-222-622225040-Wirtschaftslehre 3;30 11:00-12:00;24;023
;15;IM-222-622225010-Energie 3;IM-222-622226010-Wirtschaftslehre 4;03 14:00-17:00;5;073
;16;IM-222-622225010-Energie 3;IM-222-622226030-Verkehrsinfrastruktur 3;04 11:00-13:00;7;094
;17;IM-222-622225010-Energie 3;IM-222-622227010-Wirtschaftslehre 5;Kein Datum gef;4;
;18;IM-222-622225010-Energie 3;IM-222-622227020-Recht 2;05 11:30-13:00;4;119
;19;IM-222-622225010-Energie 3;IM-222-622227050-Abfallwirtschaft;29 17:00-18:00;3;041
IM-222-622225020-Projektmanagement und -entwicklung 3;;;;06 14:00-15:30;;;
;1;IM-222-622225020-Projektmanagement und -entwicklung 3;IM-222-17120-Wasserversorgung 2 Schwerpunkt Energie und Wasser;01 12:00-13:00;1;121
;2;IM-222-622225020-Projektmanagement und -entwicklung 3;IM-222-18100-Brandschutz Projektmanagement;28 11:30-12:30;1;217
;3;IM-222-622225020-Projektmanagement und -entwicklung 3;IM-222-19140-Innovative Verfahren im Straßenbau;25 14:00-15:00;1;287
;4;IM-222-622225020-Projektmanagement und -entwicklung 3;IM-222-622222010-Mathematik 2;27 8:30-10:30;2;243
;5;IM-222-622225020-Projektmanagement und -entwicklung 3;IM-222-622223020-Energie 2 - Netzgebundene Energien;03 11:00-13:00;7;073
;6;IM-222-622225020-Projektmanagement und -entwicklung 3;IM-222-622223030-Informations- und Kommunikationstechnik;Kein Datum gef;2;
;7;IM-222-622225020-Projektmanagement und -entwicklung 3;IM-222-622223050-Wasserfachliche Grundlagen;29 11:30-12:30;3;193
;8;IM-222-622225020-Projektmanagement und -entwicklung 3;IM-222-622223060-Verkehrsinfrastruktur 2;31 14:00-16:00;2;142
;9;IM-222-622225020-Projektmanagement und -entwicklung 3;IM-222-622223070-Projektmanagement und -entwicklung 2;01 9:00-11:00;8;123
;10;IM-222-622225020-Projektmanagement und -entwicklung 3;IM-222-622223080-Wirtschaftslehre 2;25 14:00-15:00;2;287
;11;IM-222-622225020-Projektmanagement und -entwicklung 3;IM-222-622224010-Arbeitsschutz;06 8:30-9:30;1;004
;12;IM-222-622225020-Projektmanagement und -entwicklung 3;IM-222-622225010-Energie 3;31 11:00-12:30;24;145
;13;IM-222-622225020-Projektmanagement und -entwicklung 3;IM-222-622225030-Siedlungswasserwirtschaft;27 14:00-17:00;23;237
;14;IM-222-622225020-Projektmanagement und -entwicklung 3;IM-222-622225040-Wirtschaftslehre 3;30 11:00-12:00;26;170
;15;IM-222-622225020-Projektmanagement und -entwicklung 3;IM-222-622226010-Wirtschaftslehre 4;03 14:00-17:00;1;069
;16;IM-222-622225020-Projektmanagement und -entwicklung 3;IM-222-622226030-Verkehrsinfrastruktur 3;04 11:00-13:00;1;049
;17;IM-222-622225020-Projektmanagement und -entwicklung 3;IM-222-622227010-Wirtschaftslehre 5;Kein Datum gef;1;
IM-222-622225030-Siedlungswasserwirtschaft;;;;27 14:00-17:00;;;
;1;IM-222-622225030-Siedlungswasserwirtschaft;IM-222-18100-Brandschutz Projektmanagement;28 11:30-12:30;6;018
;2;IM-222-622225030-Siedlungswasserwirtschaft;IM-222-18130-Baustellenmanagement Projektmanagement;07 11:30-12:30;2;258
;3;IM-222-622225030-Siedlungswasserwirtschaft;IM-222-19100-Bahntechnik;31 14:00-15:00;2;093
;4;IM-222-622225030-Siedlungswasserwirtschaft;IM-222-19140-Innovative Verfahren im Straßenbau;25 14:00-15:00;4;047
;5;IM-222-622225030-Siedlungswasserwirtschaft;IM-222-622223020-Energie 2 - Netzgebundene Energien;03 11:00-13:00;3;162
;6;IM-222-622225030-Siedlungswasserwirtschaft;IM-222-622223050-Wasserfachliche Grundlagen;29 11:30-12:30;2;042
;7;IM-222-622225030-Siedlungswasserwirtschaft;IM-222-622223070-Projektmanagement und -entwicklung 2;01 9:00-11:00;9;112
;8;IM-222-622225030-Siedlungswasserwirtschaft;IM-222-622223080-Wirtschaftslehre 2;25 14:00-15:00;1;047
;9;IM-222-622225030-Siedlungswasserwirtschaft;IM-222-622225010-Energie 3;31 11:00-12:30;28;090
;10;IM-222-622225030-Siedlungswasserwirtschaft;IM-222-622225020-Projektmanagement und -entwicklung 3;06 14:00-15:30;23;237
;11;IM-222-622225030-Siedlungswasserwirtschaft;IM-222-622225040-Wirtschaftslehre 3;30 11:00-12:00;24;066
;12;IM-222-622225030-Siedlungswasserwirtschaft;IM-222-622226010-Wirtschaftslehre 4;03 14:00-17:00;5;165
;13;IM-222-622225030-Siedlungswasserwirtschaft;IM-222-622226030-Verkehrsinfrastruktur 3;04 11:00-13:00;7;186
;14;IM-222-622225030-Siedlungswasserwirtschaft;IM-222-622227010-Wirtschaftslehre 5;Kein Datum gef;1;
;15;IM-222-622225030-Siedlungswasserwirtschaft;IM-222-622227020-Recht 2;05 11:30-13:00;3;210
;16;IM-222-622225030-Siedlungswasserwirtschaft;IM-222-622227050-Abfallwirtschaft;29 17:00-18:00;2;048
IM-222-622225040-Wirtschaftslehre 3;;;;30 11:00-12:00;;;
;1;IM-222-622225040-Wirtschaftslehre 3;IM-222-622221040-Physik für Ingenieure;07 11:30-13:00;1;191
;2;IM-222-622225040-Wirtschaftslehre 3;IM-222-622222010-Mathematik 2;27 8:30-10:30;3;072
;3;IM-222-622225040-Wirtschaftslehre 3;IM-222-622223010-Nachhaltigkeit, Umwelt, Verantwortung;05 8:30-9:30;1;140
;4;IM-222-622225040-Wirtschaftslehre 3;IM-222-622223020-Energie 2 - Netzgebundene Energien;03 11:00-13:00;7;095
;5;IM-222-622225040-Wirtschaftslehre 3;IM-222-622223030-Informations- und Kommunikationstechnik;Kein Datum gef;2;
;6;IM-222-622225040-Wirtschaftslehre 3;IM-222-622223040-Recht 1;28 14:00-15:30;1;043
;7;IM-222-622225040-Wirtschaftslehre 3;IM-222-622223050-Wasserfachliche Grundlagen;29 11:30-12:30;4;022
;8;IM-222-622225040-Wirtschaftslehre 3;IM-222-622223060-Verkehrsinfrastruktur 2;31 14:00-16:00;3;026
;9;IM-222-622225040-Wirtschaftslehre 3;IM-222-622223070-Projektmanagement und -entwicklung 2;01 9:00-11:00;9;045
;10;IM-222-622225040-Wirtschaftslehre 3;IM-222-622223080-Wirtschaftslehre 2;25 14:00-15:00;3;116
;11;IM-222-622225040-Wirtschaftslehre 3;IM-222-622223092-Wirtschaftsenglisch;Kein Datum gef;1;
;12;IM-222-622225040-Wirtschaftslehre 3;IM-222-622224010-Arbeitsschutz;06 8:30-9:30;2;164
;13;IM-222-622225040-Wirtschaftslehre 3;IM-222-622225010-Energie 3;31 11:00-12:30;24;023
;14;IM-222-622225040-Wirtschaftslehre 3;IM-222-622225020-Projektmanagement und -entwicklung 3;06 14:00-15:30;26;170
;15;IM-222-622225040-Wirtschaftslehre 3;IM-222-622225030-Siedlungswasserwirtschaft;27 14:00-17:00;24;066
IM-222-622226010-Wirtschaftslehre 4;;;;03 14:00-17:00;;;
;1;IM-222-622226010-Wirtschaftslehre 4;IM-222-17120-Wasserversorgung 2 Schwerpunkt Energie und Wasser;01 12:00-13:00;7;049
;2;IM-222-622226010-Wirtschaftslehre 4;IM-222-18100-Brandschutz Projektmanagement;28 11:30-12:30;12;145
;3;IM-222-622226010-Wirtschaftslehre 4;IM-222-18130-Baustellenmanagement Projektmanagement;07 11:30-12:30;7;090
;4;IM-222-622226010-Wirtschaftslehre 4;IM-222-19100-Bahntechnik;31 14:00-15:00;9;071
;5;IM-222-622226010-Wirtschaftslehre 4;IM-222-19130-Internationaler ÖPNV;06 11:30-12:15;2;066
;6;IM-222-622226010-Wirtschaftslehre 4;IM-222-19140-Innovative Verfahren im Straßenbau;25 14:00-15:00;13;215
;7;IM-222-622226010-Wirtschaftslehre 4;IM-222-19170-Laborpraktikum im Straßenbauwesen;01 14:00-15:00;2;047
;8;IM-222-622226010-Wirtschaftslehre 4;IM-222-622223070-Projektmanagement und -entwicklung 2;01 9:00-11:00;1;051
;9;IM-222-622226010-Wirtschaftslehre 4;IM-222-622225010-Energie 3;31 11:00-12:30;5;073
;10;IM-222-622226010-Wirtschaftslehre 4;IM-222-622225020-Projektmanagement und -entwicklung 3;06 14:00-15:30;1;069
;11;IM-222-622226010-Wirtschaftslehre 4;IM-222-622225030-Siedlungswasserwirtschaft;27 14:00-17:00;5;165
;12;IM-222-622226010-Wirtschaftslehre 4;IM-222-622226030-Verkehrsinfrastruktur 3;04 11:00-13:00;25;018
;13;IM-222-622226010-Wirtschaftslehre 4;IM-222-622227010-Wirtschaftslehre 5;Kein Datum gef;2;
;14;IM-222-622226010-Wirtschaftslehre 4;IM-222-622227020-Recht 2;05 11:30-13:00;5;042
;15;IM-222-622226010-Wirtschaftslehre 4;IM-222-622227050-Abfallwirtschaft;29 17:00-18:00;6;116
IM-222-622226030-Verkehrsinfrastruktur 3;;;;04 11:00-13:00;;;
;1;IM-222-622226030-Verkehrsinfrastruktur 3;IM-222-17120-Wasserversorgung 2 Schwerpunkt Energie und Wasser;01 12:00-13:00;7;070
;2;IM-222-622226030-Verkehrsinfrastruktur 3;IM-222-18100-Brandschutz Projektmanagement;28 11:30-12:30;15;166
;3;IM-222-622226030-Verkehrsinfrastruktur 3;IM-222-18130-Baustellenmanagement Projektmanagement;07 11:30-12:30;8;070
;4;IM-222-622226030-Verkehrsinfrastruktur 3;IM-222-19100-Bahntechnik;31 14:00-15:00;12;092
;5;IM-222-622226030-Verkehrsinfrastruktur 3;IM-222-19130-Internationaler ÖPNV;06 11:30-12:15;3;046
;6;IM-222-622226030-Verkehrsinfrastruktur 3;IM-222-19140-Innovative Verfahren im Straßenbau;25 14:00-15:00;16;236
;7;IM-222-622226030-Verkehrsinfrastruktur 3;IM-222-19170-Laborpraktikum im Straßenbauwesen;01 14:00-15:00;3;068
;8;IM-222-622226030-Verkehrsinfrastruktur 3;IM-222-622223070-Projektmanagement und -entwicklung 2;01 9:00-11:00;3;072
;9;IM-222-622226030-Verkehrsinfrastruktur 3;IM-222-622224010-Arbeitsschutz;06 8:30-9:30;1;043
;10;IM-222-622226030-Verkehrsinfrastruktur 3;IM-222-622225010-Energie 3;31 11:00-12:30;7;094
;11;IM-222-622226030-Verkehrsinfrastruktur 3;IM-222-622225020-Projektmanagement und -entwicklung 3;06 14:00-15:30;1;049
;12;IM-222-622226030-Verkehrsinfrastruktur 3;IM-222-622225030-Siedlungswasserwirtschaft;27 14:00-17:00;7;186
;13;IM-222-622226030-Verkehrsinfrastruktur 3;IM-222-622226010-Wirtschaftslehre 4;03 14:00-17:00;25;018
;14;IM-222-622226030-Verkehrsinfrastruktur 3;IM-222-622227010-Wirtschaftslehre 5;Kein Datum gef;6;
;15;IM-222-622226030-Verkehrsinfrastruktur 3;IM-222-622227020-Recht 2;05 11:30-13:00;8;022
;16;IM-222-622226030-Verkehrsinfrastruktur 3;IM-222-622227050-Abfallwirtschaft;29 17:00-18:00;8;137
IM-222-622227010-Wirtschaftslehre 5;;;;Kein Datum gef;;
;1;IM-222-622227010-Wirtschaftslehre 5;IM-222-17120-Wasserversorgung 2 Schwerpunkt Energie und Wasser;01 12:00-13:00;3;
;2;IM-222-622227010-Wirtschaftslehre 5;IM-222-18100-Brandschutz Projektmanagement;28 11:30-12:30;13;
;3;IM-222-622227010-Wirtschaftslehre 5;IM-222-19100-Bahntechnik;31 14:00-15:00;4;
;4;IM-222-622227010-Wirtschaftslehre 5;IM-222-19130-Internationaler ÖPNV;06 11:30-12:15;6;
;5;IM-222-622227010-Wirtschaftslehre 5;IM-222-19140-Innovative Verfahren im Straßenbau;25 14:00-15:00;9;
;6;IM-222-622227010-Wirtschaftslehre 5;IM-222-19170-Laborpraktikum im Straßenbauwesen;01 14:00-15:00;3;
;7;IM-222-622227010-Wirtschaftslehre 5;IM-222-19290-International Relations;Kein Datum gef;1;
;8;IM-222-622227010-Wirtschaftslehre 5;IM-222-19300-Community Development Service Learning;Kein Datum gef;1;
;9;IM-222-622227010-Wirtschaftslehre 5;IM-222-622223010-Nachhaltigkeit, Umwelt, Verantwortung;05 8:30-9:30;1;
;10;IM-222-622227010-Wirtschaftslehre 5;IM-222-622223050-Wasserfachliche Grundlagen;29 11:30-12:30;1;
;11;IM-222-622227010-Wirtschaftslehre 5;IM-222-622223070-Projektmanagement und -entwicklung 2;01 9:00-11:00;3;
;12;IM-222-622227010-Wirtschaftslehre 5;IM-222-622224010-Arbeitsschutz;06 8:30-9:30;1;
;13;IM-222-622227010-Wirtschaftslehre 5;IM-222-622225010-Energie 3;31 11:00-12:30;4;
;14;IM-222-622227010-Wirtschaftslehre 5;IM-222-622225020-Projektmanagement und -entwicklung 3;06 14:00-15:30;1;
;15;IM-222-622227010-Wirtschaftslehre 5;IM-222-622225030-Siedlungswasserwirtschaft;27 14:00-17:00;1;
;16;IM-222-622227010-Wirtschaftslehre 5;IM-222-622226010-Wirtschaftslehre 4;03 14:00-17:00;2;
;17;IM-222-622227010-Wirtschaftslehre 5;IM-222-622226030-Verkehrsinfrastruktur 3;04 11:00-13:00;6;
;18;IM-222-622227010-Wirtschaftslehre 5;IM-222-622227020-Recht 2;05 11:30-13:00;19;
;19;IM-222-622227010-Wirtschaftslehre 5;IM-222-622227050-Abfallwirtschaft;29 17:00-18:00;19;
IM-222-622227020-Recht 2;;;;05 11:30-13:00;;;
;1;IM-222-622227020-Recht 2;IM-222-17120-Wasserversorgung 2 Schwerpunkt Energie und Wasser;01 12:00-13:00;3;094
;2;IM-222-622227020-Recht 2;IM-222-18100-Brandschutz Projektmanagement;28 11:30-12:30;15;191
;3;IM-222-622227020-Recht 2;IM-222-18130-Baustellenmanagement Projektmanagement;07 11:30-12:30;1;046
;4;IM-222-622227020-Recht 2;IM-222-19100-Bahntechnik;31 14:00-15:00;5;116
;5;IM-222-622227020-Recht 2;IM-222-19130-Internationaler ÖPNV;06 11:30-12:15;5;022
;6;IM-222-622227020-Recht 2;IM-222-19140-Innovative Verfahren im Straßenbau;25 14:00-15:00;11;260
;7;IM-222-622227020-Recht 2;IM-222-19170-Laborpraktikum im Straßenbauwesen;01 14:00-15:00;3;092
;8;IM-222-622227020-Recht 2;IM-222-19290-International Relations;Kein Datum gef;1;
;9;IM-222-622227020-Recht 2;IM-222-19300-Community Development Service Learning;Kein Datum gef;1;
;10;IM-222-622227020-Recht 2;IM-222-622223010-Nachhaltigkeit, Umwelt, Verantwortung;05 8:30-9:30;1;002
;11;IM-222-622227020-Recht 2;IM-222-622223050-Wasserfachliche Grundlagen;29 11:30-12:30;1;167
