Fach 1;Lfd. Nr.;Fach 1;Fach 2;Datum / Uhrzeit;Kollisionen;Abstand
;10;Personalmanagement.--.611923041.--.192.--.BW;Wirtschaftsrecht.--.611929006.--.192.--.BW;30 8:30-10:30;4;041
Photogrammetrie.--.4010.--.182.--.VB;;;;04 14:00-16:00;;;
Photogrammetry and Remote Sensing.--.1020.--.162.--.PG;;;;29 9:00-12:00;;;
;1;Photogrammetry and Remote Sensing.--.1020.--.162.--.PG;GIS.--.1010.--.162.--.PG;Kein Datum gef;21;
;2;Photogrammetry and Remote Sensing.--.1020.--.162.--.PG;Geostatistics and Surface Modelling.--.1030.--.162.--.PG;06 14:00-16:30;21;194
;3;Photogrammetry and Remote Sensing.--.1020.--.162.--.PG;Scientific Skills, Intercultural Language and Media Competence.--.1040.--.162.--.PG;07 11:30-13:00;19;215
Physik für Ingenieure.--.622221040.--.222.--.IM;;;;07 11:30-13:00;;;
;1;Physik für Ingenieure.--.622221040.--.222.--.IM;Arbeitsschutz.--.622224010.--.222.--.IM;06 8:30-9:30;2;026
;2;Physik für Ingenieure.--.622221040.--.222.--.IM;Bau- und Immobilienwirtschaft.--.622222060.--.222.--.IM;31 11:30-12:30;13;167
;3;Physik für Ingenieure.--.622221040.--.222.--.IM;Baustoffe u. Geotechnik 1.--.622221060.--.222.--.IM;29 8:30-10:30;47;217
;4;Physik für Ingenieure.--.622221040.--.222.--.IM;Baustoffe u. Geotechnik 2.--.622222020.--.222.--.IM;30 8:30-10:00;11;193
;5;Physik für Ingenieure.--.622221040.--.222.--.IM;Einführung in die Informatik.--.622221020.--.222.--.IM;03 8:30-9:30;42;098
;6;Physik für Ingenieure.--.622221040.--.222.--.IM;Energie 1.--.622222040.--.222.--.IM;06 11:00-13:00;10;022
;7;Physik für Ingenieure.--.622221040.--.222.--.IM;Energie 2 - Netzgebundene Energien.--.622223020.--.222.--.IM;03 11:00-13:00;1;094
;8;Physik für Ingenieure.--.622221040.--.222.--.IM;Informations- und Kommunikationstechnik.--.622223030.--.222.--.IM;Kein Datum gef;2;
;9;Physik für Ingenieure.--.622221040.--.222.--.IM;Mathematik 1.--.622221010.--.222.--.IM;04 8:30-10:30;36;073
;10;Physik für Ingenieure.--.622221040.--.222.--.IM;Mathematik 2.--.622222010.--.222.--.IM;27 8:30-10:30;4;265
;11;Physik für Ingenieure.--.622221040.--.222.--.IM;Nachhaltigkeit, Umwelt, Verantwortung.--.622223010.--.222.--.IM;05 8:30-9:30;2;050
;12;Physik für Ingenieure.--.622221040.--.222.--.IM;Projektmanagement und -entwicklung 1.--.622222050.--.222.--.IM;28 17:00-18:30;13;233
;13;Physik für Ingenieure.--.622221040.--.222.--.IM;Projektmanagement und -entwicklung 2.--.622223070.--.222.--.IM;01 9:00-11:00;1;144
;14;Physik für Ingenieure.--.622221040.--.222.--.IM;Recht 1.--.622223040.--.222.--.IM;28 14:00-15:30;1;236
;15;Physik für Ingenieure.--.622221040.--.222.--.IM;Verkehrsinfrastruktur 1.--.622222030.--.222.--.IM;25 10:00-12:45;7;310
;16;Physik für Ingenieure.--.622221040.--.222.--.IM;Verkehrsinfrastruktur 2.--.622223060.--.222.--.IM;31 14:00-16:00;1;163
;17;Physik für Ingenieure.--.622221040.--.222.--.IM;Wasserfachliche Grundlagen.--.622223050.--.222.--.IM;29 11:30-12:30;1;215
;18;Physik für Ingenieure.--.622221040.--.222.--.IM;Wirtschaftsenglisch.--.622223092.--.222.--.IM;Kein Datum gef;2;
;19;Physik für Ingenieure.--.622221040.--.222.--.IM;Wirtschaftslehre 1.--.622221050.--.222.--.IM;05 14:00-16:00;46;043
;20;Physik für Ingenieure.--.622221040.--.222.--.IM;Wirtschaftslehre 2.--.622223080.--.222.--.IM;25 14:00-15:00;2;308
;21;Physik für Ingenieure.--.622221040.--.222.--.IM;Wirtschaftslehre 3.--.622225040.--.222.--.IM;30 11:00-12:00;1;191
Physik.--.2020.--.182.--.VB;;;;07 9:00-10:30;;;
;1;Physik.--.2020.--.182.--.VB;Ausgleichungsrechnung und Statistik.--.3010.--.182.--.VB;28 11:00-13:00;2;236
;2;Physik.--.2020.--.182.--.VB;Geodaten.--.3040.--.182.--.VB;Kein Datum gef;3;
;3;Physik.--.2020.--.182.--.VB;Geodätische Mess- und Auswertetechnik (Polarverfahren).--.1020.--.182.--.VB;28 14:00-16:00;4;233
;4;Physik.--.2020.--.182.--.VB;Geodätische Mess- und Auswertetechnik (Positions- und Höhenbestimmung).--.2030.--.182.--.VB;05 11:30-13:00;2;044
;5;Physik.--.2020.--.182.--.VB;Grundlagen Geographischer Informationssysteme (GIS).--.1040.--.182.--.VB;04 11:00-13:00;4;068
;6;Physik.--.2020.--.182.--.VB;Ingenieurbau und Ingenieurvermessung.--.3020.--.182.--.VB;29 17:00-18:30;3;206
;7;Physik.--.2020.--.182.--.VB;Mathematik 2.--.2010.--.182.--.VB;27 8:30-10:30;3;262
;8;Physik.--.2020.--.182.--.VB;Programmieren 1.--.2050.--.182.--.VB;30 11:30-13:00;3;188
;9;Physik.--.2020.--.182.--.VB;Programmieren 2.--.4040.--.182.--.VB;Kein Datum gef;1;
;10;Physik.--.2020.--.182.--.VB;Räumliche Datenbanken und Datenmodellierung.--.3030.--.182.--.VB;03 11:30-13:00;2;092
;11;Physik.--.2020.--.182.--.VB;Satellitengestütze Postitionsbestimmung.--.2040.--.182.--.VB;29 9:00-10:00;1;215
Physikalische Grundlagen 1.--.22211020.--.221.--.KE;;;;05 14:00-16:00;;;
;1;Physikalische Grundlagen 1.--.22211020.--.221.--.KE;Angewandte Mathematik 2.--.22212010.--.221.--.KE;27 8:30-10:00;1;220
;2;Physikalische Grundlagen 1.--.22211020.--.221.--.KE;Gebäudetechnik 1.--.22211030.--.221.--.KE;29 11:00-12:00;1;170
;3;Physikalische Grundlagen 1.--.22211020.--.221.--.KE;Physikalische Grundlagen 2.--.22212020.--.221.--.KE;04 14:00-17:00;1;021
;4;Physikalische Grundlagen 1.--.22211020.--.221.--.KE;Simulationswerkzeuge 1.--.22212040.--.221.--.KE;31 9:00-13:00;1;121
Physikalische Grundlagen 2.--.22212020.--.221.--.KE;;;;04 14:00-17:00;;;
;1;Physikalische Grundlagen 2.--.22212020.--.221.--.KE;Angewandte Mathematik 2.--.22212010.--.221.--.KE;27 8:30-10:00;11;196
;2;Physikalische Grundlagen 2.--.22212020.--.221.--.KE;Gebäudetechnik 1.--.22211030.--.221.--.KE;29 11:00-12:00;1;146
;3;Physikalische Grundlagen 2.--.22212020.--.221.--.KE;Gebäudetechnik 2.--.22212030.--.221.--.KE;Kein Datum gef;10;
;4;Physikalische Grundlagen 2.--.22212020.--.221.--.KE;Physikalische Grundlagen 1.--.22211020.--.221.--.KE;05 14:00-16:00;1;021
;5;Physikalische Grundlagen 2.--.22212020.--.221.--.KE;Simulationswerkzeuge 1.--.22212040.--.221.--.KE;31 9:00-13:00;6;097
Planen und Entwerfen in der Geotechnik.--.921921010.--.192.--.KI;;;;06 14:00-17:00;;;
Planung und Konstruktion I.--.601926020.--.192.--.BB;;;;30 11:00-13:00;;;
;1;Planung und Konstruktion I.--.601926020.--.192.--.BB;Abfallwirtschaft/-technik.--.17170.--.192.--.BB;29 17:00-17:45;1;017
;2;Planung und Konstruktion I.--.601926020.--.192.--.BB;Baubetriebsführung.--.601926050.--.192.--.BB;07 11:30-12:30;21;190
;3;Planung und Konstruktion I.--.601926020.--.192.--.BB;Baubetriebsplanung.--.601924070.--.192.--.BB;29 8:30-9:30;1;025
;4;Planung und Konstruktion I.--.601926020.--.192.--.BB;Baubetriebswirtschaft I.--.601926040.--.192.--.BB;27 11:30-12:30;20;070
;5;Planung und Konstruktion I.--.601926020.--.192.--.BB;Baubetriebswirtschaft.--.601927020.--.192.--.BB;05 8:30-10:30;2;139
;6;Planung und Konstruktion I.--.601926020.--.192.--.BB;Bauproduktionstechnik.--.601923060.--.192.--.BB;30 14:00-15:30;1;001
;7;Planung und Konstruktion I.--.601926020.--.192.--.BB;Baustatik I.--.601923010.--.192.--.BB;25 11:00-13:00;2;118
;8;Planung und Konstruktion I.--.601926020.--.192.--.BB;Betoninstandsetzung.--.17260.--.192.--.BB;29 14:00-15:00;4;020
;9;Planung und Konstruktion I.--.601926020.--.192.--.BB;Betontechnologie.--.17280.--.192.--.BB;05 14:00-15:00;2;145
;10;Planung und Konstruktion I.--.601926020.--.192.--.BB;Detailbereiche im Stahlbetonbau.--.17130.--.192.--.BB;04 14:00-15:00;2;121
;11;Planung und Konstruktion I.--.601926020.--.192.--.BB;Geotechnik III.--.601924010.--.192.--.BB;31 8:30-10:30;3;019
;12;Planung und Konstruktion I.--.601926020.--.192.--.BB;Ingenieurholzbau I.--.601924030.--.192.--.BB;01 14:00-16:00;2;049
;13;Planung und Konstruktion I.--.601926020.--.192.--.BB;Innovative Bauverfahren im Straßenbau.--.17210.--.192.--.BB;25 14:00-15:00;1;116
;14;Planung und Konstruktion I.--.601926020.--.192.--.BB;Lean Construction.--.601927030.--.192.--.BB;28 17:30-18:30;2;040
;15;Planung und Konstruktion I.--.601926020.--.192.--.BB;Nachhaltigkeitsmanagement.--.17270.--.192.--.BB;29 11:00-12:00;12;023
;16;Planung und Konstruktion I.--.601926020.--.192.--.BB;Projektbasierte Produktion.--.601926030.--.192.--.BB;04 11:00-13:00;21;118
;17;Planung und Konstruktion I.--.601926020.--.192.--.BB;Schalung und Rüstung.--.17240.--.192.--.BB;01 9:00-10:00;18;044
;18;Planung und Konstruktion I.--.601926020.--.192.--.BB;Stahlbetonbau I.--.601924020.--.192.--.BB;28 11:00-13:00;2;046
;19;Planung und Konstruktion I.--.601926020.--.192.--.BB;Stahlbetonbau II.--.601926030.--.192.--.BB;27 14:00-16:00;1;067
;20;Planung und Konstruktion I.--.601926020.--.192.--.BB;Verkehrswesen II.--.601924040.--.192.--.BB;04 8:30-9:30;1;115
;21;Planung und Konstruktion I.--.601926020.--.192.--.BB;Wahlpflichtfach Baumanagement.--.601927050.--.192.--.BB;Kein Datum gef;5;
Produktions- und Technologiemanagement.--.611929004.--.192.--.BW;;;;25 14:00-15:30;;;
;1;Produktions- und Technologiemanagement.--.611929004.--.192.--.BW;Betriebl.Rechnungswesen.--.611929003.--.192.--.BW;28 8:30-10:00;64;065
;2;Produktions- und Technologiemanagement.--.611929004.--.192.--.BW;Kosten- und Leistungsrechnung.--.611929009.--.192.--.BW;31 11:30-13:00;3;140
;3;Produktions- und Technologiemanagement.--.611929004.--.192.--.BW;Management.--.611929002.--.192.--.BW;04 11:30-13:00;71;236
;4;Produktions- und Technologiemanagement.--.611929004.--.192.--.BW;Qualitätsmanagement.--.611929008.--.192.--.BW;03 8:30-10:00;1;209
;5;Produktions- und Technologiemanagement.--.611929004.--.192.--.BW;Quantitative Methoden 1.--.611929001.--.192.--.BW;01 14:00-16:30;63;166
;6;Produktions- und Technologiemanagement.--.611929004.--.192.--.BW;Supply Chain Management.--.611929010.--.192.--.BW;05 8:30-10:00;2;257
;7;Produktions- und Technologiemanagement.--.611929004.--.192.--.BW;Volkswirtschaftslehre.--.611929000.--.192.--.BW;03 14:00-16:00;69;214
;8;Produktions- und Technologiemanagement.--.611929004.--.192.--.BW;Wirtschaftsrecht.--.611929006.--.192.--.BW;30 8:30-10:30;3;113
Programmieren 1.--.2050.--.182.--.VB;;;;30 11:30-13:00;;;
;1;Programmieren 1.--.2050.--.182.--.VB;Geodaten.--.3040.--.182.--.VB;Kein Datum gef;1;
;2;Programmieren 1.--.2050.--.182.--.VB;Geodätische Mess- und Auswertetechnik (Polarverfahren).--.1020.--.182.--.VB;28 14:00-16:00;4;043
;3;Programmieren 1.--.2050.--.182.--.VB;Geodätische Mess- und Auswertetechnik (Positions- und Höhenbestimmung).--.2030.--.182.--.VB;05 11:30-13:00;1;142
;4;Programmieren 1.--.2050.--.182.--.VB;Grundlagen Geographischer Informationssysteme (GIS).--.1040.--.182.--.VB;04 11:00-13:00;4;118
;5;Programmieren 1.--.2050.--.182.--.VB;Ingenieurbau und Ingenieurvermessung.--.3020.--.182.--.VB;29 17:00-18:30;1;017
;6;Programmieren 1.--.2050.--.182.--.VB;Mathematik 2.--.2010.--.182.--.VB;27 8:30-10:30;3;073
;7;Programmieren 1.--.2050.--.182.--.VB;Physik.--.2020.--.182.--.VB;07 9:00-10:30;3;188
;8;Programmieren 1.--.2050.--.182.--.VB;Programmieren 2.--.4040.--.182.--.VB;Kein Datum gef;1;
;9;Programmieren 1.--.2050.--.182.--.VB;Satellitengestütze Postitionsbestimmung.--.2040.--.182.--.VB;29 9:00-10:00;1;025
Programmieren 2.--.1202122020.--.212.--.IF;;;;30 14:00-16:00;;;
;1;Programmieren 2.--.1202122020.--.212.--.IF;Betriebswirtschaftslehre.--.1202121050.--.212.--.IF;06 11:30-13:00;1;163
;2;Programmieren 2.--.1202122020.--.212.--.IF;Datenstrukturen und Algorithmen.--.1202122040.--.212.--.IF;05 8:30-10:30;11;136
;3;Programmieren 2.--.1202122020.--.212.--.IF;Diskrete Mathematik.--.1202121020.--.212.--.IF;28 14:00-15:30;1;046
;4;Programmieren 2.--.1202122020.--.212.--.IF;Einführung in die Informatik.--.1202121030.--.212.--.IF;31 14:00-15:00;2;022
;5;Programmieren 2.--.1202122020.--.212.--.IF;IT-Infrastrukturmanagement.--.18090.--.212.--.IF;27 11:30-13:00;1;073
;6;Programmieren 2.--.1202122020.--.212.--.IF;Mathematik 1.--.1202121010.--.212.--.IF;04 8:30-10:00;4;112
;7;Programmieren 2.--.1202122020.--.212.--.IF;Mathematik 2.--.1202122010.--.212.--.IF;27 8:30-10:00;11;076
;8;Programmieren 2.--.1202122020.--.212.--.IF;Software-Technik.--.1202123020.--.212.--.IF;Kein Datum gef;1;
;9;Programmieren 2.--.1202122020.--.212.--.IF;Statistik.--.1202123010.--.212.--.IF;01 11:30-13:00;2;043
;10;Programmieren 2.--.1202122020.--.212.--.IF;Theoretische Informatik.--.1202123050.--.212.--.IF;03 14:00-16:00;2;094
;11;Programmieren 2.--.1202122020.--.212.--.IF;Verteilte Systeme.--.1202123030.--.212.--.IF;29 14:00-16:00;2;022
Programmieren 2.--.1212222020.--.222.--.BDI;;;;06 9:00-11:00;;;
;1;Programmieren 2.--.1212222020.--.222.--.BDI;Datenstrukturen und Algorithmen.--.1212223020.--.222.--.BDI;05 8:30-10:30;1;022
;2;Programmieren 2.--.1212222020.--.222.--.BDI;Einführung in die Logistik und Betriebswirtschaftslehre.--.1212221040.--.222.--.BDI;30 11:30-13:00;1;164
;3;Programmieren 2.--.1212222020.--.222.--.BDI;Fremsprachen 2.--.1222222060.--.222.--.BDI;Kein Datum gef;1;
;4;Programmieren 2.--.1212222020.--.222.--.BDI;Grundlagen der Digitalisierung.--.1212221030.--.222.--.BDI;05 14:00-16:00;1;017
;5;Programmieren 2.--.1212222020.--.222.--.BDI;IT für Unternehmensnetzwerke.--.1212223030.--.222.--.BDI;25 9:30-11:00;1;286
;6;Programmieren 2.--.1212222020.--.222.--.BDI;Mathematik 2.--.1212222010.--.222.--.BDI;27 8:30-10:30;6;238
;7;Programmieren 2.--.1212222020.--.222.--.BDI;Modellierung raumbezogener Daten.--.1212223010.--.222.--.BDI;28 14:00-15:30;1;209
;8;Programmieren 2.--.1212222020.--.222.--.BDI;Operations Research.--.1212223050.--.222.--.BDI;31 11:30-13:00;1;140
;9;Programmieren 2.--.1212222020.--.222.--.BDI;Sensoren und Auswerttechnik.--.1212222050.--.222.--.BDI;04 14:00-16:00;1;041
;10;Programmieren 2.--.1212222020.--.222.--.BDI;Telematik.--.1212222040.--.222.--.BDI;28 8:30-10:00;2;215
Programmieren 2.--.1242122040.--.212.--.WI;;;;30 14:00-16:00;;;
;1;Programmieren 2.--.1242122040.--.212.--.WI;Betriebliches Rechnungswesen.--.1242122030.--.212.--.WI;05 14:00-15:30;12;142
;2;Programmieren 2.--.1242122040.--.212.--.WI;Datenbanksysteme.--.1242123040.--.212.--.WI;03 17:00-18:00;10;097
;3;Programmieren 2.--.1242122040.--.212.--.WI;Diskrete Mathematik.--.1242121020.--.212.--.WI;28 14:00-15:30;1;046
;4;Programmieren 2.--.1242122040.--.212.--.WI;Grundlagen der BWL.--.1242121030.--.212.--.WI;06 11:30-13:00;2;163
;5;Programmieren 2.--.1242122040.--.212.--.WI;Grundlagen der Wirtschaftsinformatik.--.1242121040.--.212.--.WI;25 11:30-13:00;1;121
;6;Programmieren 2.--.1242122040.--.212.--.WI;IT-Sicherheit.--.1242123050.--.212.--.WI;06 14:00-15:30;11;166
;7;Programmieren 2.--.1242122040.--.212.--.WI;Kosten- und Leistungsrechnung.--.1242123030.--.212.--.WI;29 8:30-10:30;9;027
;8;Programmieren 2.--.1242122040.--.212.--.WI;Mathematik 2.--.1242122010.--.212.--.WI;27 8:30-10:30;8;075
;9;Programmieren 2.--.1242122040.--.212.--.WI;Operations Research.--.1242123010.--.212.--.WI;31 11:30-13:00;7;019
;10;Programmieren 2.--.1242122040.--.212.--.WI;Volkswirtschaftslehre.--.1242122020.--.212.--.WI;03 14:00-15:30;6;094
Programmieren 2.--.4040.--.182.--.VB;;;;Kein Datum gef;;;
;1;Programmieren 2.--.4040.--.182.--.VB;Geodätische Mess- und Auswertetechnik (Polarverfahren).--.1020.--.182.--.VB;28 14:00-16:00;1;
;2;Programmieren 2.--.4040.--.182.--.VB;Grundlagen Geographischer Informationssysteme (GIS).--.1040.--.182.--.VB;04 11:00-13:00;1;
;3;Programmieren 2.--.4040.--.182.--.VB;Physik.--.2020.--.182.--.VB;07 9:00-10:30;1;
;4;Programmieren 2.--.4040.--.182.--.VB;Programmieren 1.--.2050.--.182.--.VB;30 11:30-13:00;1;
Programmieren.--..--..--.1Plus;;;;06 15:15-17:15;;;
Projektbasierte Produktion.--.601926030.--.192.--.BB;;;;04 11:00-13:00;;;
;1;Projektbasierte Produktion.--.601926030.--.192.--.BB;Abfallwirtschaft/-technik.--.17170.--.192.--.BB;29 17:00-17:45;1;137
;2;Projektbasierte Produktion.--.601926030.--.192.--.BB;Baubetriebsführung.--.601926050.--.192.--.BB;07 11:30-12:30;24;070
;3;Projektbasierte Produktion.--.601926030.--.192.--.BB;Baubetriebsplanung.--.601924070.--.192.--.BB;29 8:30-9:30;1;145
;4;Projektbasierte Produktion.--.601926030.--.192.--.BB;Baubetriebswirtschaft I.--.601926040.--.192.--.BB;27 11:30-12:30;23;190
;5;Projektbasierte Produktion.--.601926030.--.192.--.BB;Baubetriebswirtschaft.--.601927020.--.192.--.BB;05 8:30-10:30;2;019
;6;Projektbasierte Produktion.--.601926030.--.192.--.BB;Bauproduktionstechnik.--.601923060.--.192.--.BB;30 14:00-15:30;1;115
;7;Projektbasierte Produktion.--.601926030.--.192.--.BB;Baustatik I.--.601923010.--.192.--.BB;25 11:00-13:00;1;238
;8;Projektbasierte Produktion.--.601926030.--.192.--.BB;Betoninstandsetzung.--.17260.--.192.--.BB;29 14:00-15:00;4;140
;9;Projektbasierte Produktion.--.601926030.--.192.--.BB;Betontechnologie.--.17280.--.192.--.BB;05 14:00-15:00;2;025
;10;Projektbasierte Produktion.--.601926030.--.192.--.BB;Detailbereiche im Stahlbetonbau.--.17130.--.192.--.BB;04 14:00-15:00;2;001
;11;Projektbasierte Produktion.--.601926030.--.192.--.BB;Fremdsprache.--.1927530.--.192.--.AB;Kein Datum gef;1;
;12;Projektbasierte Produktion.--.601926030.--.192.--.BB;Geotechnik III.--.601924010.--.192.--.BB;31 8:30-10:30;2;096
;13;Projektbasierte Produktion.--.601926030.--.192.--.BB;Ingenieurholzbau I.--.601924030.--.192.--.BB;01 14:00-16:00;2;067
;14;Projektbasierte Produktion.--.601926030.--.192.--.BB;Innovative Bauverfahren im Straßenbau.--.17210.--.192.--.BB;25 14:00-15:00;1;236
;15;Projektbasierte Produktion.--.601926030.--.192.--.BB;Lean Construction.--.601927030.--.192.--.BB;28 17:30-18:30;4;160
;16;Projektbasierte Produktion.--.601926030.--.192.--.BB;Nachhaltigkeitsmanagement.--.17270.--.192.--.BB;29 11:00-12:00;11;143
;17;Projektbasierte Produktion.--.601926030.--.192.--.BB;Planung und Konstruktion I.--.601926020.--.192.--.BB;30 11:00-13:00;21;118
;18;Projektbasierte Produktion.--.601926030.--.192.--.BB;Schalung und Rüstung.--.17240.--.192.--.BB;01 9:00-10:00;17;073
;19;Projektbasierte Produktion.--.601926030.--.192.--.BB;Stahlbetonbau I.--.601924020.--.192.--.BB;28 11:00-13:00;1;166
;20;Projektbasierte Produktion.--.601926030.--.192.--.BB;Stahlbetonbau II.--.601926030.--.192.--.BB;27 14:00-16:00;1;187
;21;Projektbasierte Produktion.--.601926030.--.192.--.BB;Verkehrswesen II.--.601924040.--.192.--.BB;04 8:30-9:30;1;001
;22;Projektbasierte Produktion.--.601926030.--.192.--.BB;Wahlpflichtfach Baumanagement.--.601927050.--.192.--.BB;Kein Datum gef;5;
Projektmanagement und -entwicklung 1.--.622222050.--.222.--.IM;;;;28 17:00-18:30;;;
;1;Projektmanagement und -entwicklung 1.--.622222050.--.222.--.IM;Arbeitsschutz.--.622224010.--.222.--.IM;06 8:30-9:30;2;206
;2;Projektmanagement und -entwicklung 1.--.622222050.--.222.--.IM;Bau- und Immobilienwirtschaft.--.622222060.--.222.--.IM;31 11:30-12:30;32;065
;3;Projektmanagement und -entwicklung 1.--.622222050.--.222.--.IM;Baustoffe u. Geotechnik 1.--.622221060.--.222.--.IM;29 8:30-10:30;9;014
;4;Projektmanagement und -entwicklung 1.--.622222050.--.222.--.IM;Baustoffe u. Geotechnik 2.--.622222020.--.222.--.IM;30 8:30-10:00;32;038
;5;Projektmanagement und -entwicklung 1.--.622222050.--.222.--.IM;Einführung in die Informatik.--.622221020.--.222.--.IM;03 8:30-9:30;3;134
;6;Projektmanagement und -entwicklung 1.--.622222050.--.222.--.IM;Energie 1.--.622222040.--.222.--.IM;06 11:00-13:00;33;208
;7;Projektmanagement und -entwicklung 1.--.622222050.--.222.--.IM;Informations- und Kommunikationstechnik.--.622223030.--.222.--.IM;Kein Datum gef;2;
;8;Projektmanagement und -entwicklung 1.--.622222050.--.222.--.IM;Mathematik 1.--.622221010.--.222.--.IM;04 8:30-10:30;11;158
;9;Projektmanagement und -entwicklung 1.--.622222050.--.222.--.IM;Mathematik 2.--.622222010.--.222.--.IM;27 8:30-10:30;22;030
;10;Projektmanagement und -entwicklung 1.--.622222050.--.222.--.IM;Nachhaltigkeit, Umwelt, Verantwortung.--.622223010.--.222.--.IM;05 8:30-9:30;2;182
;11;Projektmanagement und -entwicklung 1.--.622222050.--.222.--.IM;Physik für Ingenieure.--.622221040.--.222.--.IM;07 11:30-13:00;13;233
;12;Projektmanagement und -entwicklung 1.--.622222050.--.222.--.IM;Projektmanagement und -entwicklung 2.--.622223070.--.222.--.IM;01 9:00-11:00;1;086
;13;Projektmanagement und -entwicklung 1.--.622222050.--.222.--.IM;Recht 1.--.622223040.--.222.--.IM;28 14:00-15:30;2;001
;14;Projektmanagement und -entwicklung 1.--.622222050.--.222.--.IM;Verkehrsinfrastruktur 1.--.622222030.--.222.--.IM;25 10:00-12:45;28;076
;15;Projektmanagement und -entwicklung 1.--.622222050.--.222.--.IM;Verkehrsinfrastruktur 2.--.622223060.--.222.--.IM;31 14:00-16:00;1;067
;16;Projektmanagement und -entwicklung 1.--.622222050.--.222.--.IM;Wasserfachliche Grundlagen.--.622223050.--.222.--.IM;29 11:30-12:30;1;017
;17;Projektmanagement und -entwicklung 1.--.622222050.--.222.--.IM;Wirtschaftsenglisch.--.622223092.--.222.--.IM;Kein Datum gef;1;
;18;Projektmanagement und -entwicklung 1.--.622222050.--.222.--.IM;Wirtschaftslehre 1.--.622221050.--.222.--.IM;05 14:00-16:00;11;187
;19;Projektmanagement und -entwicklung 1.--.622222050.--.222.--.IM;Wirtschaftslehre 2.--.622223080.--.222.--.IM;25 14:00-15:00;2;074
Projektmanagement und -entwicklung 2.--.622223070.--.222.--.IM;;;;01 9:00-11:00;;;
;1;Projektmanagement und -entwicklung 2.--.622223070.--.222.--.IM;Abfallwirtschaft.--.622227050.--.222.--.IM;29 17:00-18:00;1;063
;2;Projektmanagement und -entwicklung 2.--.622223070.--.222.--.IM;Arbeitsschutz.--.622224010.--.222.--.IM;06 8:30-9:30;18;117
;3;Projektmanagement und -entwicklung 2.--.622223070.--.222.--.IM;Baustoffe u. Geotechnik 2.--.622222020.--.222.--.IM;30 8:30-10:00;4;047
