Fach 1;Lfd. Nr.;Fach 1;Fach 2;Datum / Uhrzeit;Kollisionen;Abstand
;4;Nachhaltige und ressourceneffiziente Geschossbauten.--.17160.--.201.--.WBI;Bilanzierung und Steuerlehre.--.642013050.--.201.--.WBI;30 14:00-16:00;6;020
;5;Nachhaltige und ressourceneffiziente Geschossbauten.--.17160.--.201.--.WBI;Energietechnik II.--.642016020.--.201.--.WBI;05 14:00-16:00;14;164
;6;Nachhaltige und ressourceneffiziente Geschossbauten.--.17160.--.201.--.WBI;Gasversorgung.--.16000.--.201.--.WBI;03 11:00-12:00;1;113
;7;Nachhaltige und ressourceneffiziente Geschossbauten.--.17160.--.201.--.WBI;Haustechnik für Wirtschaftsingenieure.--.17110.--.201.--.WBI;Kein Datum gef;1;
;8;Nachhaltige und ressourceneffiziente Geschossbauten.--.17160.--.201.--.WBI;Immobilienfinanzierung und-investition.--.17140.--.201.--.WBI;27 17:00-17:45;8;047
;9;Nachhaltige und ressourceneffiziente Geschossbauten.--.17160.--.201.--.WBI;Immobilienwirtschaft II.--.642016010.--.201.--.WBI;01 11:00-13:00;9;065
;10;Nachhaltige und ressourceneffiziente Geschossbauten.--.17160.--.201.--.WBI;Internat.Bauen und Bauvertragsrecht.--.19000.--.201.--.WBI;Kein Datum gef;1;
;11;Nachhaltige und ressourceneffiziente Geschossbauten.--.17160.--.201.--.WBI;Investition und Finanzierung.--.642014040.--.201.--.WBI;29 11:00-13:00;1;004
;12;Nachhaltige und ressourceneffiziente Geschossbauten.--.17160.--.201.--.WBI;Lean Managemet.--.19010.--.201.--.WBI;Kein Datum gef;2;
;13;Nachhaltige und ressourceneffiziente Geschossbauten.--.17160.--.201.--.WBI;Projektsteuerung/Projektmanagement in der Bau- und Immobilienwirtschaft.--.17190.--.201.--.WBI;01 9:00-9:45;4;063
;14;Nachhaltige und ressourceneffiziente Geschossbauten.--.17160.--.201.--.WBI;Recht II.--.642016030.--.201.--.WBI;28 14:00-16:00;9;025
;15;Nachhaltige und ressourceneffiziente Geschossbauten.--.17160.--.201.--.WBI;Recht III.--.642017010.--.201.--.WBI;04 14:00-16:00;23;140
;16;Nachhaltige und ressourceneffiziente Geschossbauten.--.17160.--.201.--.WBI;Straßenbautechnik.--.16030.--.201.--.WBI;31 14:00-15:00;15;044
Nachhaltigkeit, Umwelt, Verantwortung.--.17170.--.201.--.WBI;;;;05 8:30-9:30;;;
;1;Nachhaltigkeit, Umwelt, Verantwortung.--.17170.--.201.--.WBI;Bilanzierung und Steuerlehre.--.642013050.--.201.--.WBI;30 14:00-16:00;1;136
;2;Nachhaltigkeit, Umwelt, Verantwortung.--.17170.--.201.--.WBI;Elektrizitätsversorgung.--.16010.--.201.--.WBI;03 11:00-12:00;1;044
;3;Nachhaltigkeit, Umwelt, Verantwortung.--.17170.--.201.--.WBI;Energietechnik II.--.642016020.--.201.--.WBI;05 14:00-16:00;2;004
;4;Nachhaltigkeit, Umwelt, Verantwortung.--.17170.--.201.--.WBI;Immobilienwirtschaft II.--.642016010.--.201.--.WBI;01 11:00-13:00;1;091
;5;Nachhaltigkeit, Umwelt, Verantwortung.--.17170.--.201.--.WBI;Projektsteuerung/Projektmanagement in der Bau- und Immobilienwirtschaft.--.17190.--.201.--.WBI;01 9:00-9:45;1;094
;6;Nachhaltigkeit, Umwelt, Verantwortung.--.17170.--.201.--.WBI;Recht II.--.642016030.--.201.--.WBI;28 14:00-16:00;2;184
;7;Nachhaltigkeit, Umwelt, Verantwortung.--.17170.--.201.--.WBI;Recht III.--.642017010.--.201.--.WBI;04 14:00-16:00;1;016
;8;Nachhaltigkeit, Umwelt, Verantwortung.--.17170.--.201.--.WBI;Straßenbautechnik.--.16030.--.201.--.WBI;31 14:00-15:00;2;113
Nachhaltigkeit, Umwelt, Verantwortung.--.622223010.--.222.--.IM;;;;05 8:30-9:30;;;
;1;Nachhaltigkeit, Umwelt, Verantwortung.--.622223010.--.222.--.IM;Abfallwirtschaft.--.622227050.--.222.--.IM;29 17:00-18:00;1;158
;2;Nachhaltigkeit, Umwelt, Verantwortung.--.622223010.--.222.--.IM;Arbeitsschutz.--.622224010.--.222.--.IM;06 8:30-9:30;20;023
;3;Nachhaltigkeit, Umwelt, Verantwortung.--.622223010.--.222.--.IM;Bahntechnik.--.19100.--.222.--.IM;31 14:00-15:00;1;113
;4;Nachhaltigkeit, Umwelt, Verantwortung.--.622223010.--.222.--.IM;Baustoffe u. Geotechnik 2.--.622222020.--.222.--.IM;30 8:30-10:00;5;142
;5;Nachhaltigkeit, Umwelt, Verantwortung.--.622223010.--.222.--.IM;Brandschutz Projektmanagement.--.18100.--.222.--.IM;28 11:30-12:30;1;188
;6;Nachhaltigkeit, Umwelt, Verantwortung.--.622223010.--.222.--.IM;Energie 2 - Netzgebundene Energien.--.622223020.--.222.--.IM;03 11:00-13:00;17;043
;7;Nachhaltigkeit, Umwelt, Verantwortung.--.622223010.--.222.--.IM;Informations- und Kommunikationstechnik.--.622223030.--.222.--.IM;Kein Datum gef;20;
;8;Nachhaltigkeit, Umwelt, Verantwortung.--.622223010.--.222.--.IM;Mathematik 2.--.622222010.--.222.--.IM;27 8:30-10:30;9;214
;9;Nachhaltigkeit, Umwelt, Verantwortung.--.622223010.--.222.--.IM;Physik für Ingenieure.--.622221040.--.222.--.IM;07 11:30-13:00;2;050
;10;Nachhaltigkeit, Umwelt, Verantwortung.--.622223010.--.222.--.IM;Projektmanagement und -entwicklung 1.--.622222050.--.222.--.IM;28 17:00-18:30;2;182
;11;Nachhaltigkeit, Umwelt, Verantwortung.--.622223010.--.222.--.IM;Projektmanagement und -entwicklung 2.--.622223070.--.222.--.IM;01 9:00-11:00;16;093
;12;Nachhaltigkeit, Umwelt, Verantwortung.--.622223010.--.222.--.IM;Recht 1.--.622223040.--.222.--.IM;28 14:00-15:30;19;185
;13;Nachhaltigkeit, Umwelt, Verantwortung.--.622223010.--.222.--.IM;Recht 2.--.622227020.--.222.--.IM;05 11:30-13:00;1;002
;14;Nachhaltigkeit, Umwelt, Verantwortung.--.622223010.--.222.--.IM;Verkehrsinfrastruktur 2.--.622223060.--.222.--.IM;31 14:00-16:00;18;112
;15;Nachhaltigkeit, Umwelt, Verantwortung.--.622223010.--.222.--.IM;Wasserfachliche Grundlagen.--.622223050.--.222.--.IM;29 11:30-12:30;18;164
;16;Nachhaltigkeit, Umwelt, Verantwortung.--.622223010.--.222.--.IM;Wirtschaftsenglisch.--.622223092.--.222.--.IM;Kein Datum gef;19;
;17;Nachhaltigkeit, Umwelt, Verantwortung.--.622223010.--.222.--.IM;Wirtschaftslehre 1.--.622221050.--.222.--.IM;05 14:00-16:00;3;004
;18;Nachhaltigkeit, Umwelt, Verantwortung.--.622223010.--.222.--.IM;Wirtschaftslehre 2.--.622223080.--.222.--.IM;25 14:00-15:00;20;257
;19;Nachhaltigkeit, Umwelt, Verantwortung.--.622223010.--.222.--.IM;Wirtschaftslehre 3.--.622225040.--.222.--.IM;30 11:00-12:00;1;140
;20;Nachhaltigkeit, Umwelt, Verantwortung.--.622223010.--.222.--.IM;Wirtschaftslehre 5.--.622227010.--.222.--.IM;Kein Datum gef;1;
Nachhaltigkeitsmanagement.--.17270.--.192.--.BB;;;;29 11:00-12:00;;;
;1;Nachhaltigkeitsmanagement.--.17270.--.192.--.BB;Abfallwirtschaft/-technik.--.17170.--.192.--.BB;29 17:00-17:45;4;005
;2;Nachhaltigkeitsmanagement.--.17270.--.192.--.BB;Baubetriebsführung.--.601926050.--.192.--.BB;07 11:30-12:30;11;215
;3;Nachhaltigkeitsmanagement.--.17270.--.192.--.BB;Baubetriebswirtschaft I.--.601926040.--.192.--.BB;27 11:30-12:30;15;046
;4;Nachhaltigkeitsmanagement.--.17270.--.192.--.BB;Baubetriebswirtschaft.--.601927020.--.192.--.BB;05 8:30-10:30;8;164
;5;Nachhaltigkeitsmanagement.--.17270.--.192.--.BB;Bauproduktionstechnik.--.601923060.--.192.--.BB;30 14:00-15:30;1;026
;6;Nachhaltigkeitsmanagement.--.17270.--.192.--.BB;Baustatik I.--.601923010.--.192.--.BB;25 11:00-13:00;2;094
;7;Nachhaltigkeitsmanagement.--.17270.--.192.--.BB;Baustatik II.--.601926020.--.192.--.BB;07 9:00-12:00;1;213
;8;Nachhaltigkeitsmanagement.--.17270.--.192.--.BB;Betoninstandsetzung.--.17260.--.192.--.BB;29 14:00-15:00;4;002
;9;Nachhaltigkeitsmanagement.--.17270.--.192.--.BB;Betontechnologie.--.17280.--.192.--.BB;05 14:00-15:00;1;170
;10;Nachhaltigkeitsmanagement.--.17270.--.192.--.BB;Detailbereiche im Stahlbetonbau.--.17130.--.192.--.BB;04 14:00-15:00;2;146
;11;Nachhaltigkeitsmanagement.--.17270.--.192.--.BB;Geotechnik III.--.601924010.--.192.--.BB;31 8:30-10:30;4;044
;12;Nachhaltigkeitsmanagement.--.17270.--.192.--.BB;Geotechnik IV.--.601927010.--.192.--.BB;06 11:30-13:00;2;191
;13;Nachhaltigkeitsmanagement.--.17270.--.192.--.BB;Ingenieurholzbau II.--.601927020.--.192.--.BB;31 14:00-16:00;2;050
;14;Nachhaltigkeitsmanagement.--.17270.--.192.--.BB;Innovative Bauverfahren im Straßenbau.--.17210.--.192.--.BB;25 14:00-15:00;2;092
;15;Nachhaltigkeitsmanagement.--.17270.--.192.--.BB;Kalkulation.--.601927030.--.192.--.BB;27 11:30-12:30;1;046
;16;Nachhaltigkeitsmanagement.--.17270.--.192.--.BB;Lean Construction.--.601927030.--.192.--.BB;28 17:30-18:30;7;016
;17;Nachhaltigkeitsmanagement.--.17270.--.192.--.BB;Planung und Konstruktion I.--.601926020.--.192.--.BB;30 11:00-13:00;12;023
;18;Nachhaltigkeitsmanagement.--.17270.--.192.--.BB;Projektbasierte Produktion.--.601926030.--.192.--.BB;04 11:00-13:00;11;143
;19;Nachhaltigkeitsmanagement.--.17270.--.192.--.BB;Schalung und Rüstung.--.17240.--.192.--.BB;01 9:00-10:00;9;069
;20;Nachhaltigkeitsmanagement.--.17270.--.192.--.BB;Spannbetonbau.--.601927030.--.192.--.BB;04 11:30-12:30;2;143
;21;Nachhaltigkeitsmanagement.--.17270.--.192.--.BB;Stahlbau I.--.601923030.--.192.--.BB;05 14:00-16:00;1;170
;22;Nachhaltigkeitsmanagement.--.17270.--.192.--.BB;Stahlbau II.--.601926040.--.192.--.BB;28 14:00-16:30;1;018
;23;Nachhaltigkeitsmanagement.--.17270.--.192.--.BB;Stahlbetonbau I.--.601924020.--.192.--.BB;28 11:00-13:00;2;022
;24;Nachhaltigkeitsmanagement.--.17270.--.192.--.BB;Stahlbetonbau II.--.601926030.--.192.--.BB;27 14:00-16:00;2;043
;25;Nachhaltigkeitsmanagement.--.17270.--.192.--.BB;Verkehrswesen II.--.601924040.--.192.--.BB;04 8:30-9:30;1;140
;26;Nachhaltigkeitsmanagement.--.17270.--.192.--.BB;Verkehrswesen III.--.601926020.--.192.--.BB;31 14:00-17:00;1;050
;27;Nachhaltigkeitsmanagement.--.17270.--.192.--.BB;Verkehrswesen IV.--.601927020.--.192.--.BB;04 11:00-13:00;1;143
;28;Nachhaltigkeitsmanagement.--.17270.--.192.--.BB;Wahlpflichtfach Baumanagement.--.601927050.--.192.--.BB;Kein Datum gef;12;
;29;Nachhaltigkeitsmanagement.--.17270.--.192.--.BB;Wahlpflichtfach Konstruktiver Ingenieurbau.--.601927050.--.192.--.BB;Kein Datum gef;1;
;30;Nachhaltigkeitsmanagement.--.17270.--.192.--.BB;Wahlpflichtfach Wasser- und Verkehrswesen.--.601927050.--.192.--.BB;Kein Datum gef;1;
;31;Nachhaltigkeitsmanagement.--.17270.--.192.--.BB;Wasserwesen.--.601923050.--.192.--.BB;27 14:00-16:30;1;042
;32;Nachhaltigkeitsmanagement.--.17270.--.192.--.BB;Wasserwirtschaft und Wasserbau I.--.601924060.--.192.--.BB;03 11:30-13:00;1;119
Nachhaltigkeitsmanagement.--.18290.--.162.--.VIS;;;;29 11:00-12:00;;;
;1;Nachhaltigkeitsmanagement.--.18290.--.162.--.VIS;Integriertes Arbeiten.--.3010.--.162.--.VIS;03 8:30-9:30;1;116
;2;Nachhaltigkeitsmanagement.--.18290.--.162.--.VIS;Internationaler ÖPNV.--.18140.--.162.--.VIS;06 11:30-12:15;1;191
Nahbereichsvermessung.--.4020.--.182.--.VB;;;;05 14:00-15:30;;;
;1;Nahbereichsvermessung.--.4020.--.182.--.VB;Ausgleichungsrechnung und Statistik.--.3010.--.182.--.VB;28 11:00-13:00;1;193
;2;Nahbereichsvermessung.--.4020.--.182.--.VB;Ingenieurbau und Ingenieurvermessung.--.3020.--.182.--.VB;29 17:00-18:30;1;163
;3;Nahbereichsvermessung.--.4020.--.182.--.VB;Räumliche Datenbanken und Datenmodellierung.--.3030.--.182.--.VB;03 11:30-13:00;1;049
Nationale und Internationale Rechnungslegung.--.611929016.--.192.--.BW;;;;30 14:00-16:00;;;
;1;Nationale und Internationale Rechnungslegung.--.611929016.--.192.--.BW;Beschaffung und Logistik.--.611924030.--.192.--.BW;25 11:00-13:00;8;121
;2;Nationale und Internationale Rechnungslegung.--.611929016.--.192.--.BW;Betriebl.Rechnungswesen.--.611929003.--.192.--.BW;28 8:30-10:00;1;052
;3;Nationale und Internationale Rechnungslegung.--.611929016.--.192.--.BW;Bilanzpolitik und Bilanzanalyse.--.611924033.--.192.--.BW;29 11:00-13:00;7;025
;4;Nationale und Internationale Rechnungslegung.--.611929016.--.192.--.BW;Controlling.--.611929017.--.192.--.BW;06 9:00-10:30;40;161
;5;Nationale und Internationale Rechnungslegung.--.611929016.--.192.--.BW;Corporate Finance.--.611929019.--.192.--.BW;05 14:00-15:30;30;142
;6;Nationale und Internationale Rechnungslegung.--.611929016.--.192.--.BW;Dienstleistungsmanagement.--.611924031.--.192.--.BW;Kein Datum gef;4;
;7;Nationale und Internationale Rechnungslegung.--.611929016.--.192.--.BW;Einführung Marketing und Vertriebsmanagement.--.611929018.--.192.--.BW;04 8:30-10:00;44;112
;8;Nationale und Internationale Rechnungslegung.--.611929016.--.192.--.BW;Finanzdienstleistungen und Kapitalmärkte.--.611924035.--.192.--.BW;31 8:30-10:30;5;016
;9;Nationale und Internationale Rechnungslegung.--.611929016.--.192.--.BW;Kosten- und Leistungsrechnung.--.611929009.--.192.--.BW;31 11:30-13:00;3;019
;10;Nationale und Internationale Rechnungslegung.--.611929016.--.192.--.BW;Marketing und Vertrieb.--.611924036.--.192.--.BW;29 14:00-16:00;1;022
;11;Nationale und Internationale Rechnungslegung.--.611929016.--.192.--.BW;Operations Research.--.611924020.--.192.--.BW;03 11:30-13:00;19;091
;12;Nationale und Internationale Rechnungslegung.--.611929016.--.192.--.BW;Personalmanagement.--.611923041.--.192.--.BW;28 14:00-15:00;29;047
;13;Nationale und Internationale Rechnungslegung.--.611929016.--.192.--.BW;Recht und Steuern.--.611929014.--.192.--.BW;27 14:00-16:00;36;070
;14;Nationale und Internationale Rechnungslegung.--.611929016.--.192.--.BW;Steuerberatung und -gestaltung.--.611924038.--.192.--.BW;07 9:00-11:00;3;185
;15;Nationale und Internationale Rechnungslegung.--.611929016.--.192.--.BW;Supply Chain Management.--.611929010.--.192.--.BW;05 8:30-10:00;1;136
Nationale und Internationale Rechnungslegung.--.9015.--.132.--.BW;;;;30 14:00-16:00;;;
Numerik.--.1222127010.--.2123.--.MB;;;;01 11:00-13:00;;;
;1;Numerik.--.1222127010.--.2123.--.MB;Datenbanksysteme.--.1222128010.--.2123.--.MB;04 11:00-12:00;1;070
;2;Numerik.--.1222127010.--.2123.--.MB;Prüfungsvorleistung Datenbanksysteme.--.1222128015.--.2123.--.MB;Kein Datum gef;1;
;3;Numerik.--.1222127010.--.2123.--.MB;Software Engineering.--.1222127040.--.2123.--.MB;28 8:30-10:30;3;096
;4;Numerik.--.1222127010.--.2123.--.MB;Versicherungsbetriebslehre.--.1222127020.--.2123.--.MB;07 8:30-10:00;1;139
Numerik.--.1222223010.--.222.--.BAM;;;;01 11:00-13:00;;;
;1;Numerik.--.1222223010.--.222.--.BAM;Algebra.--.17100.--.222.--.BAM;25 9:30-11:30;1;167
;2;Numerik.--.1222223010.--.222.--.BAM;Analysis 3.--.1222224010.--.222.--.BAM;31 8:30-10:30;1;024
;3;Numerik.--.1222223010.--.222.--.BAM;Bankbetriebslehre.--.1222223060.--.222.--.BAM;07 14:00-15:30;1;145
;4;Numerik.--.1222223010.--.222.--.BAM;Datenstrukturen und Algorithmen.--.1222224040.--.222.--.BAM;05 8:30-10:30;2;091
;5;Numerik.--.1222223010.--.222.--.BAM;Software Engineering.--.1222223020.--.222.--.BAM;28 8:30-10:30;10;096
;6;Numerik.--.1222223010.--.222.--.BAM;Stochastik.--.1222224020.--.222.--.BAM;03 14:00-16:00;3;049
;7;Numerik.--.1222223010.--.222.--.BAM;Versicherungsbetriebslehre.--.1222223050.--.222.--.BAM;07 8:30-10:00;5;139
Numerik.--.1222224050.--.2223.--.BAM;;;;01 11:00-13:00;;;
;1;Numerik.--.1222224050.--.2223.--.BAM;Algebra.--.17100.--.2223.--.BAM;25 9:30-11:30;1;167
;2;Numerik.--.1222224050.--.2223.--.BAM;Versicherungsbetriebslehre.--.1222226030.--.2223.--.BAM;07 8:30-10:00;1;139
Numerische Verfahren in der Geotechnik.--.912412020.--.241.--.GTM;;;;29 9:00-10:30;;;
;1;Numerische Verfahren in der Geotechnik.--.912412020.--.241.--.GTM;Geomechanik 2.--.912412010.--.241.--.GTM;31 14:00-16:30;3;051
;2;Numerische Verfahren in der Geotechnik.--.912412020.--.241.--.GTM;Stahl- und Stahlbetonbau in der Geotechnik.--.912411030.--.241.--.GTM;25 9:30-12:00;1;093
;3;Numerische Verfahren in der Geotechnik.--.912412020.--.241.--.GTM;Tunnelbau 2.--.912412040.--.241.--.GTM;04 14:00-16:00;4;147
Numerische Verfahren in der Geotechnik.--.912412020.--.2412.--.GTM;;;;29 9:00-10:30;;;
;1;Numerische Verfahren in der Geotechnik.--.912412020.--.2412.--.GTM;Geomechanik 2.--.912412010.--.2412.--.GTM;31 14:00-16:30;2;051
Operations Research.--.1202124010.--.212.--.IF;;;;31 11:30-13:00;;;
;1;Operations Research.--.1202124010.--.212.--.IF;Datenbanksysteme.--.1202124020.--.212.--.IF;04 11:00-12:00;1;094
;2;Operations Research.--.1202124010.--.212.--.IF;IT-Infrastrukturmanagement.--.18090.--.212.--.IF;27 11:30-13:00;1;094
;3;Operations Research.--.1202124010.--.212.--.IF;Software-Technik.--.1202123020.--.212.--.IF;Kein Datum gef;2;
;4;Operations Research.--.1202124010.--.212.--.IF;Sondermodul Green IT.--.18140.--.212.--.IF;30 8:30-10:00;2;025
;5;Operations Research.--.1202124010.--.212.--.IF;Statistik.--.1202123010.--.212.--.IF;01 11:30-13:00;1;022
;6;Operations Research.--.1202124010.--.212.--.IF;Theoretische Informatik.--.1202123050.--.212.--.IF;03 14:00-16:00;2;073
;7;Operations Research.--.1202124010.--.212.--.IF;Verteilte Systeme.--.1202123030.--.212.--.IF;29 14:00-16:00;2;043
;8;Operations Research.--.1202124010.--.212.--.IF;Wahlpflichtfach Bildverarbeitung.--.17170.--.212.--.IF;07 8:30-10:00;1;163
;9;Operations Research.--.1202124010.--.212.--.IF;Wahlpflichtfach Computernumerik.--.17150.--.212.--.IF;Kein Datum gef;1;
Operations Research.--.1212223050.--.222.--.BDI;;;;31 11:30-13:00;;;
;1;Operations Research.--.1212223050.--.222.--.BDI;Datenbanksysteme.--.1212224010.--.222.--.BDI;01 9:00-10:00;1;020
;2;Operations Research.--.1212223050.--.222.--.BDI;Datenstrukturen und Algorithmen.--.1212223020.--.222.--.BDI;05 8:30-10:30;17;115
;3;Operations Research.--.1212223050.--.222.--.BDI;Fremsprachen 2.--.1222222060.--.222.--.BDI;Kein Datum gef;1;
;4;Operations Research.--.1212223050.--.222.--.BDI;IT für Unternehmensnetzwerke.--.1212223030.--.222.--.BDI;25 9:30-11:00;14;144
;5;Operations Research.--.1212223050.--.222.--.BDI;Mathematik 2.--.1212222010.--.222.--.BDI;27 8:30-10:30;6;097
;6;Operations Research.--.1212223050.--.222.--.BDI;Modellierung raumbezogener Daten.--.1212223010.--.222.--.BDI;28 14:00-15:30;17;068
;7;Operations Research.--.1212223050.--.222.--.BDI;Programmieren 2.--.1212222020.--.222.--.BDI;06 9:00-11:00;1;140
;8;Operations Research.--.1212223050.--.222.--.BDI;Recht, Qualitätsmanagement und Patente.--.1212224050.--.222.--.BDI;07 8:30-10:30;1;163
;9;Operations Research.--.1212223050.--.222.--.BDI;Verteilte Systeme.--.1212224030.--.222.--.BDI;29 14:00-16:00;2;043
Operations Research.--.1242123010.--.212.--.WI;;;;31 11:30-13:00;;;
;1;Operations Research.--.1242123010.--.212.--.WI;Betriebliches Rechnungswesen.--.1242122030.--.212.--.WI;05 14:00-15:30;1;121
;2;Operations Research.--.1242123010.--.212.--.WI;Datenbanksysteme.--.1242123040.--.212.--.WI;03 17:00-18:00;50;076
;3;Operations Research.--.1242123010.--.212.--.WI;Green IT.--.18100.--.212.--.WI;30 8:30-10:00;1;025
;4;Operations Research.--.1242123010.--.212.--.WI;IT-Sicherheit.--.1242123050.--.212.--.WI;06 14:00-15:30;49;145
;5;Operations Research.--.1242123010.--.212.--.WI;Kosten- und Leistungsrechnung.--.1242123030.--.212.--.WI;29 8:30-10:30;45;049
;6;Operations Research.--.1242123010.--.212.--.WI;Logistik.--.1242124020.--.212.--.WI;25 11:00-12:30;1;143
;7;Operations Research.--.1242123010.--.212.--.WI;Mathematik 2.--.1242122010.--.212.--.WI;27 8:30-10:30;2;097
;8;Operations Research.--.1242123010.--.212.--.WI;Organisationspsychologie.--.17450.--.212.--.WI;Kein Datum gef;2;
;9;Operations Research.--.1242123010.--.212.--.WI;Programmieren 2.--.1242122040.--.212.--.WI;30 14:00-16:00;7;019
;10;Operations Research.--.1242123010.--.212.--.WI;Software Technik.--.1242124030.--.212.--.WI;07 14:00-16:00;2;169
;11;Operations Research.--.1242123010.--.212.--.WI;Statistik.--.1242124010.--.212.--.WI;01 11:30-13:00;5;022
;12;Operations Research.--.1242123010.--.212.--.WI;Verteilte Systeme.--.17180.--.212.--.WI;29 14:00-16:00;1;043
;13;Operations Research.--.1242123010.--.212.--.WI;eCommerce.--.17440.--.212.--.WI;28 17:00-18:30;2;065
Operations Research.--.3050.--.182.--.IL;;;;31 11:30-13:00;;;
;1;Operations Research.--.3050.--.182.--.IL;Content Management.--.7020.--.182.--.IL;04 11:30-12:30;1;094
;2;Operations Research.--.3050.--.182.--.IL;Datenstrukturen und Algorithmen.--.3020.--.182.--.IL;05 8:30-10:30;2;115
Operations Research.--.611924020.--.192.--.BW;;;;03 11:30-13:00;;;
;1;Operations Research.--.611924020.--.192.--.BW;Beschaffung und Logistik.--.611924030.--.192.--.BW;25 11:00-13:00;10;214
;2;Operations Research.--.611924020.--.192.--.BW;Bilanzpolitik und Bilanzanalyse.--.611924033.--.192.--.BW;29 11:00-13:00;8;118
;3;Operations Research.--.611924020.--.192.--.BW;Controlling.--.611929017.--.192.--.BW;06 9:00-10:30;12;068
;4;Operations Research.--.611924020.--.192.--.BW;Corporate Finance.--.611929019.--.192.--.BW;05 14:00-15:30;2;049
;5;Operations Research.--.611924020.--.192.--.BW;Dienstleistungsmanagement.--.611924031.--.192.--.BW;Kein Datum gef;10;
;6;Operations Research.--.611924020.--.192.--.BW;Einführung Marketing und Vertriebsmanagement.--.611929018.--.192.--.BW;04 8:30-10:00;20;019
;7;Operations Research.--.611924020.--.192.--.BW;Finanzdienstleistungen und Kapitalmärkte.--.611924035.--.192.--.BW;31 8:30-10:30;5;073
;8;Operations Research.--.611924020.--.192.--.BW;Kosten- und Leistungsrechnung.--.611929009.--.192.--.BW;31 11:30-13:00;2;070
;9;Operations Research.--.611924020.--.192.--.BW;Marketing und Vertrieb.--.611924036.--.192.--.BW;29 14:00-16:00;1;115
;10;Operations Research.--.611924020.--.192.--.BW;Nationale und Internationale Rechnungslegung.--.611929016.--.192.--.BW;30 14:00-16:00;19;091
;11;Operations Research.--.611924020.--.192.--.BW;Recht und Steuern.--.611929014.--.192.--.BW;27 14:00-16:00;6;163
;12;Operations Research.--.611924020.--.192.--.BW;Steuerberatung und -gestaltung.--.611924038.--.192.--.BW;07 9:00-11:00;4;092
;13;Operations Research.--.611924020.--.192.--.BW;Supply Chain Management.--.611929010.--.192.--.BW;05 8:30-10:00;2;043
Optimierung.--.1222126020.--.212.--.MB;;;;05 14:00-16:00;;;
;1;Optimierung.--.1222126020.--.212.--.MB;Funktionentheorie.--.1222126010.--.212.--.MB;30 8:30-10:30;1;147
Optimierung.--.1222226020.--.222.--.BAM;;;;05 14:00-16:00;;;
Organisationspsychologie.--.17450.--.212.--.WI;;;;Kein Datum gef;;;
;1;Organisationspsychologie.--.17450.--.212.--.WI;Datenbanksysteme.--.1242123040.--.212.--.WI;03 17:00-18:00;2;
;2;Organisationspsychologie.--.17450.--.212.--.WI;Green IT.--.18100.--.212.--.WI;30 8:30-10:00;7;
;3;Organisationspsychologie.--.17450.--.212.--.WI;IT-Infrastrukturmanagement.--.17270.--.212.--.WI;27 11:30-13:00;3;
;4;Organisationspsychologie.--.17450.--.212.--.WI;IT-Sicherheit.--.1242123050.--.212.--.WI;06 14:00-15:30;1;
;5;Organisationspsychologie.--.17450.--.212.--.WI;Informationsvisualisierung und Visual Analytics.--.17290.--.212.--.WI;Kein Datum gef;1;
;6;Organisationspsychologie.--.17450.--.212.--.WI;Kosten- und Leistungsrechnung.--.1242123030.--.212.--.WI;29 8:30-10:30;2;
;7;Organisationspsychologie.--.17450.--.212.--.WI;Logistik.--.1242124020.--.212.--.WI;25 11:00-12:30;1;
;8;Organisationspsychologie.--.17450.--.212.--.WI;Operations Research.--.1242123010.--.212.--.WI;31 11:30-13:00;2;
;9;Organisationspsychologie.--.17450.--.212.--.WI;Software Technik.--.1242124030.--.212.--.WI;07 14:00-16:00;1;
;10;Organisationspsychologie.--.17450.--.212.--.WI;Statistik.--.1242124010.--.212.--.WI;01 11:30-13:00;2;
;11;Organisationspsychologie.--.17450.--.212.--.WI;Verteilte Systeme.--.17180.--.212.--.WI;29 14:00-16:00;4;
;12;Organisationspsychologie.--.17450.--.212.--.WI;eCommerce.--.17440.--.212.--.WI;28 17:00-18:30;4;
Personalmanagement.--.611923041.--.192.--.BW;;;;28 14:00-15:00;;;
;1;Personalmanagement.--.611923041.--.192.--.BW;Betriebl.Rechnungswesen.--.611929003.--.192.--.BW;28 8:30-10:00;4;004
;2;Personalmanagement.--.611923041.--.192.--.BW;Controlling.--.611929017.--.192.--.BW;06 9:00-10:30;40;210
;3;Personalmanagement.--.611923041.--.192.--.BW;Corporate Finance.--.611929019.--.192.--.BW;05 14:00-15:30;41;191
;4;Personalmanagement.--.611923041.--.192.--.BW;Einführung Marketing und Vertriebsmanagement.--.611929018.--.192.--.BW;04 8:30-10:00;41;161
;5;Personalmanagement.--.611923041.--.192.--.BW;Kosten- und Leistungsrechnung.--.611929009.--.192.--.BW;31 11:30-13:00;6;068
;6;Personalmanagement.--.611923041.--.192.--.BW;Management.--.611929002.--.192.--.BW;04 11:30-13:00;1;164
;7;Personalmanagement.--.611923041.--.192.--.BW;Nationale und Internationale Rechnungslegung.--.611929016.--.192.--.BW;30 14:00-16:00;29;047
;8;Personalmanagement.--.611923041.--.192.--.BW;Recht und Steuern.--.611929014.--.192.--.BW;27 14:00-16:00;40;022
;9;Personalmanagement.--.611923041.--.192.--.BW;Supply Chain Management.--.611929010.--.192.--.BW;05 8:30-10:00;1;185
